Aircraft_ID,Aircraft.Category,Engine.Type,Registration.Number,Number.of.Engines,Make,Model,Aircraft.damage
9178,Airplane,Reciprocating,N65665,1,Cessna,182N,Substantial
9179,Airplane,Reciprocating,N3313S,1,Cessna,T210L,Substantial
9180,Airplane,Reciprocating,N9073Y,1,North American,NAVION,Substantial
9181,Airplane,Reciprocating,N7136R,1,Cessna,180H,Substantial
9182,Airplane,Turbo Shaft,N4278U,1,Bell,206B,Substantial
9183,Airplane,Reciprocating,N4851Y,1,Grumman,G-164B,Destroyed
9184,Airplane,Reciprocating,N711RS,1,Piper,PA-11,Destroyed
9185,Airplane,Reciprocating,N56AB,1,Bellanca,7ECA,Destroyed
9186,Airplane,Reciprocating,N8451V,1,Piper,J3C-65,Destroyed
9187,Airplane,Reciprocating,N4445P,1,Collins,FISHER FP-202,Destroyed
9188,Airplane,Reciprocating,N9270R,1,Piper,PA-32RT-300,Destroyed
9189,Airplane,Reciprocating,N4877Y,1,Piper,PA-25-235,Substantial
9190,Airplane,Reciprocating,N4416Q,1,Piper,PA-38-112,Substantial
9191,Airplane,Turbo Shaft,N2345B,1,Bell,206B,Substantial
9192,Airplane,Reciprocating,N737LZ,1,Cessna,152,Substantial
9193,Airplane,Reciprocating,N46271,1,Consolidated-vultee,BT-13B,Substantial
9194,Airplane,Reciprocating,N5122U,1,Cessna,182,Substantial
9195,Airplane,Reciprocating,N2356M,1,Cessna,172,Substantial
9196,Airplane,Reciprocating,N44307,1,Cessna,150H,Substantial
9197,Airplane,Reciprocating,N1980U,1,Cessna,152,Substantial
9198,Airplane,Reciprocating,N96168,2,Grumman,G-44A,Substantial
9199,Airplane,Reciprocating,N7890H,1,Cessna,140,Substantial
9200,Airplane,Turbo Jet,N7250X,2,Gates Learjet,25B,Substantial
9201,Airplane,Turbo Shaft,N1067H,1,Fairchild Hiller,FH-1100,Destroyed
9202,Airplane,Turbo Prop,N269JW,4,De Havilland,DHC-7-100,Minor
9203,Airplane,Reciprocating,N7AE,1,Piper,PA-28-181,Destroyed
9204,Airplane,Reciprocating,N5153M,1,S.i. Briggs,VARIEZE,Destroyed
9205,Airplane,Reciprocating,N18ZZ,1,Mooney,M20E,Substantial
9206,Airplane,Reciprocating,N31623,1,Piper,J58,Substantial
9207,Airplane,Turbo Shaft,N2067M,1,Bell,206L-1,Substantial
9208,Airplane,Reciprocating,N704XH,1,Piper,PA32R300,Substantial
9209,Airplane,Reciprocating,N3350Z,1,Cessna,150E,Substantial
9210,Airplane,Reciprocating,N2397Y,1,Demick James A,RAND KR2,Substantial
9211,Airplane,Reciprocating,N9657Q,1,Cessna,172,Substantial
9212,Airplane,Reciprocating,N18SM,1,Bell,47-G2,Substantial
9213,Airplane,Turbo Shaft,N5787X,1,Hiller,FH-1100,Substantial
9214,Airplane,Reciprocating,N4183B,1,Cessna,A185F,Destroyed
9215,Airplane,Reciprocating,N112SM,1,Piper,PA-28-161,Destroyed
9216,Airplane,Reciprocating,N6399U,1,Cessna,A188,Destroyed
9217,Airplane,Reciprocating,N55384,2,Piper,PA-23-250,Destroyed
9218,Airplane,Reciprocating,N1386V,1,"Bell-olympic Helicopters, Inc.",47G2,Destroyed
9219,Airplane,Reciprocating,N5521D,1,Grumman,AA-5,Substantial
9220,Airplane,Reciprocating,N528Y,1,Cessna,A188B,Substantial
9221,Airplane,Reciprocating,N7681,1,Cessna,152,Substantial
9222,Airplane,Reciprocating,N1QR,1,Cessna,A188B,Substantial
9223,Airplane,Reciprocating,N5541J,1,American Aerolights,EAGLE XL,Substantial
9224,Airplane,Reciprocating,N5091A,1,Cessna,152,Substantial
9225,Airplane,Reciprocating,N4966X,1,Piper,PA-25-150,Destroyed
9226,Airplane,Reciprocating,N411EA,2,Cessna,421C,Destroyed
9227,Airplane,Reciprocating,N8270F,1,Fairchild,BC12-D,Destroyed
9228,Airplane,Reciprocating,N5565V,1,Aeronca,7CCM,Destroyed
9229,Airplane,Reciprocating,N9150N,2,Piper,PA-23-250T,Substantial
9230,Airplane,Reciprocating,N7249D,1,Bell,47G-5A,Substantial
9231,Airplane,Reciprocating,N2987V,1,Grumman,G-164B,Substantial
9232,Airplane,Reciprocating,N3622E,1,Cessna,A152,Substantial
9233,Airplane,Reciprocating,N1915S,1,Stinson,108-1,Substantial
9234,Airplane,Reciprocating,N9146J,1,Piper,PA-22-150,Substantial
9235,Airplane,Reciprocating,N9380F,1,Piper,PA-22-150,Substantial
9236,Airplane,Reciprocating,N89099,2,Cessna,335,Substantial
9237,Airplane,Reciprocating,N7346D,2,Piper,PA-34-200T,Minor
9238,Airplane,Reciprocating,N67995,1,Beech,BE-23,Destroyed
9239,Airplane,Reciprocating,N8317R,2,Piper,PA-31-350,Destroyed
9240,Airplane,Reciprocating,N50699,1,Cessna,172I,Substantial
9241,Airplane,Reciprocating,N2217L,2,Beech,BE-55,Substantial
9242,Airplane,Reciprocating,N14YA,1,Piper,PA-28-181,Substantial
9243,Airplane,Reciprocating,N25945,2,Beech,56TC,Substantial
9244,Airplane,Turbo Prop,N6771M,2,Rockwell,690B,Substantial
9245,Airplane,Reciprocating,N53957,1,Viking,DRAGON FLY,Substantial
9246,Airplane,Reciprocating,N45288,1,Bede Aircraft,BEDE 4,Substantial
9247,Airplane,Reciprocating,N48661,1,Cessna,182-C,Substantial
9248,Airplane,Reciprocating,N5983X,1,Eagle Aircraft Co.,DW-1,Substantial
9249,Airplane,Reciprocating,N61584,1,Piper,PA-32-260,Substantial
9250,Airplane,Reciprocating,N8138V,2,Britten-norman,BN-2A ISLANDER,Destroyed
9251,Airplane,Reciprocating,N731VZ,1,Gulfstream,AA-5A,Destroyed
9252,Airplane,Reciprocating,N3573X,1,Piper,PA-28-180F,Destroyed
9253,Airplane,Reciprocating,N76VP,2,Cessna,337A,Destroyed
9254,Airplane,Reciprocating,N731BT,1,Teal,TSC 1A,Substantial
9255,Airplane,Reciprocating,N4669V,1,Cessna,150H,Substantial
9256,Airplane,Reciprocating,N15699,1,Beech,A36,Substantial
9257,Airplane,Reciprocating,N1268W,2,Beech,B-60,Substantial
9258,Airplane,Reciprocating,N7097F,1,Cessna,172M,Substantial
9259,Airplane,Reciprocating,N759LD,1,Piper,PA-22-108,Substantial
9260,Airplane,Reciprocating,N2124R,1,Bellanca,8GCBC,Substantial
9261,Airplane,Reciprocating,N4797Q,2,Cessna,401,Substantial
9262,Airplane,Turbo Prop,N26490,2,Gulfstream,690,Substantial
9263,Airplane,Reciprocating,N4195D,1,Cessna,177A,Destroyed
9264,Airplane,Reciprocating,N9067B,1,Cessna,C305A,Destroyed
9265,Airplane,Reciprocating,N9373M,1,Zappia Gabriel J,QUICKIE-2,Destroyed
9266,Airplane,Reciprocating,N2876W,1,Bellanca,7ECA,Destroyed
9267,Airplane,Unknown,N2641Y,,Schleicher,ASW12,Destroyed
9268,Airplane,Reciprocating,N2B,1,Cessna,A188B,Destroyed
9269,Airplane,Reciprocating,N9707T,1,Piper,PA-28-160,Destroyed
9270,Airplane,Reciprocating,N4992M,2,Cessna,310L,Substantial
9271,Airplane,Reciprocating,N7585K,1,Piper,PA-28-140,Substantial
9272,Airplane,Reciprocating,N7325U,1,Eipper,QUICKSILVER MX,Substantial
9273,Airplane,Turbo Shaft,N30755,1,Hiller,UH-12ET,Substantial
9274,Airplane,Reciprocating,N4575L,1,Piper,PA-32-260,Substantial
9275,Airplane,Reciprocating,N1048R,1,Dahlman,BD4,Substantial
9276,Airplane,Reciprocating,N732RJ,1,Cessna,A188B,Destroyed
9277,Airplane,Reciprocating,N7351F,1,Cessna,150B,Destroyed
9278,Airplane,Reciprocating,N4355N,1,Arnold Forest,QUICKIE 2,Destroyed
9279,Airplane,Reciprocating,N7487F,1,Cessna,A188B,Destroyed
9280,Airplane,Reciprocating,N3645N,1,Piper,PA-28-235,Substantial
9281,Airplane,Unknown,N4096G,,Schweizer,SGS 1-26E,Substantial
9282,Airplane,Reciprocating,N7916W,1,Cessna,A188B,Substantial
9283,Airplane,Reciprocating,N6561Q,1,Piper,PA-28-151,Substantial
9284,Airplane,Reciprocating,N7335D,2,Cessna,310,Substantial
9285,Airplane,Reciprocating,N18807,1,Piper,PA-28-140,Substantial
9286,Airplane,Reciprocating,N835FC,1,Cessna,150F,Substantial
9287,Airplane,Reciprocating,N1PN,1,Bell,47G,Substantial
9288,Airplane,Reciprocating,N4394E,2,Cessna,414,Substantial
9289,Airplane,Reciprocating,N7771V,1,Piper,PA-28-140,Substantial
9290,Airplane,Reciprocating,N950A,1,Cessna,180,Substantial
9291,Airplane,Reciprocating,N48930,1,Aeronca,65-LA,Substantial
9292,Airplane,Reciprocating,N9646H,1,Cessna,R182,Substantial
9293,Airplane,Reciprocating,N5469,1,Cessna,152,Substantial
9294,Airplane,Reciprocating,N5183N,1,Piper,PA-12,Substantial
9295,Airplane,Reciprocating,N76490,1,Cessna,150J,Substantial
9296,Airplane,Reciprocating,N3110U,1,Cessna,R172E,Destroyed
9297,Airplane,Reciprocating,N72TM,1,Hiller,12E,Destroyed
9298,Airplane,Reciprocating,N5071R,1,Piper,PA-28-140,Destroyed
9299,Airplane,Turbo Fan,N55LP,2,Mcdonnell Douglas,DC-9-30,Minor
9300,Airplane,Reciprocating,N601N,2,Beech,B55,Substantial
9301,Airplane,Reciprocating,N9726S,1,Cessna,150,Substantial
9302,Airplane,Reciprocating,N23665,1,Mooney,M20,Substantial
9303,Airplane,Reciprocating,N6695C,1,Piper,PA-38-112,Substantial
9304,Airplane,Reciprocating,N19953,1,Piper,PA-22,Substantial
9305,Airplane,Reciprocating,N65064,1,Piper,PA-36,Destroyed
9306,Airplane,Reciprocating,N9712H,1,Cessna,T188C,Destroyed
9307,Airplane,Reciprocating,N222RG,1,Mooney,M20F,Minor
9308,Airplane,Reciprocating,N5651D,1,Ayres,S2R,Substantial
9309,Airplane,Reciprocating,N56490,1,Cessna,177B,Substantial
9310,Airplane,Reciprocating,N4622T,1,Cessna,152,Substantial
9311,Airplane,Reciprocating,N6499J,1,Cessna,188A,Substantial
9312,Airplane,Reciprocating,N5399F,1,Cessna,R172K,Substantial
9313,Airplane,Reciprocating,N8474,1,Cessna,188,Substantial
9314,Airplane,Reciprocating,N177M,1,Bellanca,8GCBC,Destroyed
9315,Airplane,Reciprocating,N2484S,1,Piper,L-21-A,Destroyed
9316,Airplane,Reciprocating,N22299,2,Cessna,421C,Destroyed
9317,Airplane,Reciprocating,N9485P,1,Cessna,172H,Destroyed
9318,Airplane,Reciprocating,N613AW,1,Tate,SNS-7,Substantial
9319,Airplane,Unknown,N16220,0,Glasflugel,H 301 B LIBELLE,Substantial
9320,Airplane,Reciprocating,N7580E,1,"Lighthizer, Richard E.",LIGHTHIZER SPECIAL,Substantial
9321,Airplane,Reciprocating,N1143Z,1,Piper,PA-36-285,Substantial
9322,Airplane,Reciprocating,N77G,1,Cessna,180,Substantial
9323,Airplane,Reciprocating,N6233L,1,Cessna,177RG,Substantial
9324,Airplane,Reciprocating,N1280M,1,Cessna,150J,Substantial
9325,Airplane,Reciprocating,N48428,2,Beech,D-55,Destroyed
9326,Airplane,Reciprocating,N3467Y,1,Grumman,G-164B,Destroyed
9327,Airplane,Reciprocating,N9474D,1,Cessna,150F,Destroyed
9328,Airplane,Reciprocating,N5425T,1,Aeronca,7AC,Substantial
9329,Airplane,Reciprocating,N5023P,1,Cessna,172,Substantial
9330,Airplane,Reciprocating,N49141,1,Cessna,177,Substantial
9331,Airplane,Reciprocating,N757DZ,1,Cessna,172F,Substantial
9332,Airplane,Reciprocating,N80332,1,Temco,GC-1B,Substantial
9333,Airplane,Reciprocating,N29484,1,Piper,PA-32R-300,Substantial
9334,Airplane,Reciprocating,N858E,1,Cessna,188,Destroyed
9335,Airplane,Reciprocating,N82926,1,Cessna,150J,Destroyed
9336,Airplane,Reciprocating,N4362V,1,Cessna,L-19E,Destroyed
9337,Airplane,Reciprocating,N7224K,1,Beech,C-23,Substantial
9338,Airplane,Reciprocating,N93480,1,Cessna,305A,Substantial
9339,Airplane,Reciprocating,N8136G,1,Cessna,T210M,Substantial
9340,Airplane,Reciprocating,N100CT,1,Piper,PA-28-181,Substantial
9341,Airplane,Reciprocating,N4967P,2,Piper,PA-31-350,Substantial
9342,Airplane,Reciprocating,N8042B,1,Cessna,172N,Destroyed
9343,Airplane,Turbo Shaft,N780JA,2,Sikorsky,S-76A,Destroyed
9344,Airplane,Reciprocating,N7078U,1,Darrell W. Mc Moran,MONNETT MONI,Destroyed
9345,Airplane,Turbo Prop,N11SU,1,Ayres,THRUSH S2R-T15,Destroyed
9346,Airplane,Reciprocating,N95035,1,Piper,PA-28-161,Destroyed
9347,Airplane,Reciprocating,N62AC,1,Piper,PA28-140E,Destroyed
9348,Airplane,Reciprocating,N5609F,2,Douglas,DC3C-S1C3G,Destroyed
9349,Airplane,Reciprocating,N3639X,2,Piper,PA-31-350,Substantial
9350,Airplane,Reciprocating,N3673L,1,Cessna,150H,Substantial
9351,Airplane,Reciprocating,N2324A,1,Grumman American,AA-5B,Substantial
9352,Airplane,Reciprocating,N683SC,1,Aeronca,7AC,Substantial
9353,Airplane,Reciprocating,N6620H,1,Cessna,152 II,Substantial
9354,Airplane,Reciprocating,N7690L,1,Boeing,A75N1,Substantial
9355,Airplane,Reciprocating,N9820M,1,Luscombe,8F,Destroyed
9356,Airplane,Reciprocating,N4839C,1,Piper,PA-22-160,Destroyed
9357,Airplane,Reciprocating,N4012Z,1,Piper,PA-24-260,Destroyed
9358,Airplane,Reciprocating,N8330G,1,Cessna,A188B,Destroyed
9359,Airplane,Reciprocating,N4830,1,Cessna,A185F,Destroyed
9360,Airplane,Reciprocating,N4363T,1,Bakeman-chapman,CASSUTT III M,Destroyed
9361,Airplane,Reciprocating,N29GW,1,Cessna,172,Destroyed
9362,Airplane,Reciprocating,N926OC,1,Piper,PA-12,Destroyed
9363,Airplane,Reciprocating,N9596L,1,Fred Williams,KR-2,Destroyed
9364,Airplane,Reciprocating,N2047L,1,Republic,RC-3,Destroyed
9365,Airplane,Reciprocating,N3500A,1,Cessna,210-5(205),Substantial
9366,Airplane,Reciprocating,N13ML,1,Piper,PA-28-161,Substantial
9367,Airplane,Reciprocating,N2291R,1,Cessna,152,Substantial
9368,Airplane,Reciprocating,N9121V,1,Cessna,210L,Substantial
9369,Airplane,Reciprocating,N15805,1,Piper,PA-24-250,Substantial
9370,Airplane,Reciprocating,N4924X,1,Hughes,300/269C,Substantial
9371,Airplane,Reciprocating,N77271,1,Piper,PA-28-161,Substantial
9372,Airplane,Reciprocating,N8266,1,Cessna,170B,Substantial
9373,Airplane,Reciprocating,N32ORD,1,Cessna,182P,Destroyed
9374,Airplane,Reciprocating,N4825T,1,Cessna,152II,Destroyed
9375,Airplane,Reciprocating,N21489,1,Piper,PA-46-310P,Destroyed
9376,Airplane,Reciprocating,N3675T,1,Cessna,182RG,Destroyed
9377,Airplane,Unknown,N6842J,,Cameron,VIVA 7,
9378,Airplane,Turbo Prop,N6887Q,2,Swearingen,SA226TC,Minor
9379,Airplane,Reciprocating,N4499B,1,Air & Space,GYROPLANE 18A,Substantial
9380,Airplane,Reciprocating,N191WB,1,Cessna,172L,Substantial
9381,Airplane,Reciprocating,N89PB,1,Cessna,150,Substantial
9382,Airplane,Reciprocating,N460MC,1,Piper,PA-25-150,Substantial
9383,Airplane,Reciprocating,N5701G,1,Lindsay Davis,BENSON B8M,Substantial
9384,Airplane,Reciprocating,N12LH,1,Cessna,180,Substantial
9385,Airplane,Reciprocating,N9282U,1,Piper,PA-18,Substantial
9386,Airplane,Reciprocating,N5211F,1,Piper,PA-12,Destroyed
9387,Airplane,Reciprocating,N4571Y,2,Cessna,310II,
9388,Airplane,Reciprocating,N666CS,1,Piper,PA-38-112,Destroyed
9389,Airplane,Reciprocating,N5127Y,1,Mooney,M20C,Destroyed
9390,Airplane,Reciprocating,N62338,1,"Ultralight Flight, Inc.",PHANTOM,Destroyed
9391,Airplane,Reciprocating,N4FL,1,Beech,A36,Destroyed
9392,Airplane,Reciprocating,N86859,1,Rockwell,THRUSH SR2,Substantial
9393,Airplane,Reciprocating,N381LS,1,Cessna,152,Substantial
9394,Airplane,Reciprocating,N2161U,1,Grumman,G-164A,Substantial
9395,Airplane,Reciprocating,N899,2,Gemini Int'l.,HUMMINGBIRD,Substantial
9396,Airplane,Reciprocating,N8478V,2,Aero Commander,520,Substantial
9397,Airplane,Reciprocating,N6660M,1,Grumman,G-164A,Substantial
9398,Airplane,Reciprocating,N2414L,1,Piper,PA-18A,Substantial
9399,Airplane,Reciprocating,N4959H,4,Douglas,C-54,Substantial
9400,Airplane,Reciprocating,N6907W,1,Cessna,172I,Destroyed
9401,Airplane,Reciprocating,N9925,1,Cessna,A188A,Destroyed
9402,Airplane,Reciprocating,N7483M,1,Mooney,20E,Substantial
9403,Airplane,Reciprocating,N10SF,1,Piper,PA-28-180,Substantial
9404,Airplane,Reciprocating,N7198E,1,Bellanca,17-31ATC,Destroyed
9405,Airplane,Reciprocating,N3816Z,1,Piper,PA-38-112,Substantial
9406,Airplane,Reciprocating,N7262L,1,Grumman,G-164,Substantial
9407,Airplane,Reciprocating,N8783X,1,Grumman,G-164B,Substantial
9408,Airplane,Reciprocating,N19JW,1,Cessna,150,Substantial
9409,Airplane,Reciprocating,N736XF,1,Piper,PA-32-260,Substantial
9410,Airplane,Reciprocating,N46ER,1,Piper,PA-28R-200,Substantial
9411,Airplane,Turbo Shaft,N5289D,1,Bell,206L-1,Substantial
9412,Airplane,Reciprocating,N29RH,1,Bellanca,7KCAB,Substantial
9413,Airplane,Reciprocating,N111HT,1,Cessna,170B,Substantial
9414,Airplane,Reciprocating,N9893M,1,Cessna,U206,Substantial
9415,Airplane,Reciprocating,N90G,1,Cessna,172M,Substantial
9416,Airplane,Reciprocating,N756TN,1,Navion,NAVION,Destroyed
9417,Airplane,Reciprocating,N7338F,1,Cessna,172N,Destroyed
9418,Airplane,Reciprocating,N9128P,1,Cessna,170B,Destroyed
9419,Airplane,Reciprocating,N5643C,1,Cessna,A188B,Destroyed
9420,Airplane,Reciprocating,N3958C,1,Cessna,172P,Destroyed
9421,Airplane,Reciprocating,N5015U,1,Curtiss-wright,TRAVEL AIR B9-4000,Substantial
9422,Airplane,Reciprocating,N61556,1,Cessna,210N II,Substantial
9423,Airplane,Reciprocating,N53J,1,Cessna,172,Substantial
9424,Airplane,Reciprocating,N20148,1,Brown,KR-2,Substantial
9425,Airplane,Reciprocating,N6761F,1,Cessna,T210N,Substantial
9426,Airplane,Reciprocating,N2265N,1,Cessna,A188B,Substantial
9427,Airplane,Reciprocating,N45AJ,2,Cessna,402,Substantial
9428,Airplane,Reciprocating,N5258E,1,Grumman,G-164A,Substantial
9429,Airplane,Reciprocating,N85819,1,Piper,PA-28R-200,Substantial
9430,Airplane,Reciprocating,N9560G,2,Piper,PA-34-200T,Substantial
9431,Airplane,Reciprocating,N4066T,1,Cessna,210L,Substantial
9432,Airplane,Reciprocating,N761VP,1,Cessna,180,Substantial
9433,Airplane,Reciprocating,N4293Y,1,Donald E. Bradshaw,STARDUSTER TOO,Destroyed
9434,Airplane,Reciprocating,N2628N,1,Cessna,182E,Destroyed
9435,Airplane,Reciprocating,N235LY,1,Piper,PA-28-180,Destroyed
9436,Airplane,Reciprocating,N4JE,1,Mattison,MAC MU-200,Destroyed
9437,Airplane,Reciprocating,N86922,1,Maule,M6-235,
9438,Airplane,Reciprocating,N56526,1,Cessna,150L,Destroyed
9439,Airplane,Reciprocating,N6516K,1,Cessna,150H,Minor
9440,Airplane,Reciprocating,N57BL,1,Whitman,W - 8,Substantial
9441,Airplane,Reciprocating,N61564,2,Piper,PA-34-200T,Substantial
9442,Airplane,Reciprocating,N46395,1,Bellanca,7GCBC,Substantial
9443,Airplane,Reciprocating,N1086Y,1,Cessna,150G,Substantial
9444,Airplane,Reciprocating,N1629P,1,Cessna,172N,Substantial
9445,Airplane,Turbo Shaft,N89318,1,Hiller,UH-12E,Substantial
9446,Airplane,Reciprocating,N99TV,2,Cessna,310Q,Substantial
9447,Airplane,Reciprocating,N65719,1,Piper,PA-28-140,Substantial
9448,Airplane,Reciprocating,N40184,1,Grumman,G-164A,Substantial
9449,Airplane,Reciprocating,N4801M,1,Cessna,A188B,Substantial
9450,Airplane,Reciprocating,N22713,1,Beech,J35,Substantial
9451,Airplane,Reciprocating,N8160B,1,North American,P-51D,Substantial
9452,Airplane,Reciprocating,N9177U,1,Bell,P-63C-5-BE,Substantial
9453,Airplane,Reciprocating,N7709E,1,Vaughn,MA-5 CHARGER,Destroyed
9454,Airplane,Unknown,N6897L,0,Schweizer,SGS 1-26E,Destroyed
9455,Airplane,Reciprocating,N638,1,Quicksilver,MX,Destroyed
9456,Airplane,Reciprocating,N24865,1,Piper,PA-28-235,Destroyed
9457,Airplane,Reciprocating,N737LD,1,Cessna,305A,Substantial
9458,Airplane,Reciprocating,N3058F,1,Cessna,152,Substantial
9459,Airplane,Turbo Shaft,N1540U,1,Hughes,369D,Substantial
9460,Airplane,Reciprocating,N49615,1,Ercoupe (eng & Research Corp.),415-E,Substantial
9461,Airplane,Reciprocating,N5349G,1,Cessna,150M,Substantial
9462,Airplane,Reciprocating,N1054Q,1,Air Tractor,AT-301,Substantial
9463,Airplane,Reciprocating,N4512E,1,Piper,PA-28-180,Substantial
9464,Airplane,Reciprocating,N8279L,1,Piper,PA-38,Substantial
9465,Airplane,Reciprocating,N51250,1,Cessna,172N,Substantial
9466,Airplane,Reciprocating,N124AA,1,Piper,PA-46-310P,Destroyed
9467,Airplane,Reciprocating,N1949U,1,Cessna,172,Minor
9468,Airplane,Reciprocating,N759RP,1,Cessna,180J,Destroyed
9469,Airplane,Reciprocating,N9161X,1,Rotorway,SCORPION 133,Destroyed
9470,Airplane,Reciprocating,N5348B,1,Piper,PA-18-150,Destroyed
9471,Airplane,Reciprocating,N4653C,1,Piper,PA-38-112,Substantial
9472,Airplane,Reciprocating,N7236Z,1,Piper,PA-28-161,Substantial
9473,Airplane,Reciprocating,N98017,1,Beech,A36,Substantial
9474,Airplane,Reciprocating,N132GW,1,Cessna,P172D,Substantial
9475,Airplane,Reciprocating,N3010A,1,Piper,PA-25-235,Destroyed
9476,Airplane,Reciprocating,N2225Y,1,Benson,B8M,Destroyed
9477,Airplane,Reciprocating,N1150T,1,Cessna,172P,Substantial
9478,Airplane,Reciprocating,N478KT,1,Cessna,152II,Substantial
9479,Airplane,Reciprocating,N9920J,1,Cessna,210J,Substantial
9480,Airplane,Reciprocating,N7431P,1,Robinson,R22,Substantial
9481,Airplane,Reciprocating,N46032,1,Piper,PA-28-140,Substantial
9482,Airplane,Reciprocating,N5895D,1,Cessna,150D,Substantial
9483,Airplane,Reciprocating,N9339C,1,Piper,PA-25-235,Substantial
9484,Airplane,Reciprocating,N8257N,1,Boeing,A75N1,Minor
9485,Airplane,Reciprocating,N80504,1,Bastian,PITTS S1S,Destroyed
9486,Airplane,Reciprocating,N4858G,1,Piper,PA-28-161,Destroyed
9487,Airplane,Reciprocating,N6579K,2,Cessna,T337G,Destroyed
9488,Airplane,Unknown,N3257U,1,Pioneer,FLIGHTSTAR,Destroyed
9489,Airplane,Reciprocating,N757DN,1,Cessna,A188B,Destroyed
9490,Airplane,Reciprocating,N14217,1,Cessna,206,Destroyed
9491,Airplane,Reciprocating,N94505,1,Hayes,QUICKIE Q2,Substantial
9492,Airplane,Reciprocating,N90170,1,Globe,GC-1B,Substantial
9493,Airplane,Reciprocating,N731FT,1,Cessna,172,Substantial
9494,Airplane,Reciprocating,N6406U,1,Cessna,152,Substantial
9495,Airplane,Reciprocating,N1939M,1,Cessna,206,Substantial
9496,Airplane,Reciprocating,N2088V,1,Air Tractor,AT301,Substantial
9497,Airplane,Reciprocating,N14728,1,Piper,PA28-151,Substantial
9498,Airplane,Reciprocating,N78680,1,Cessna,185,Substantial
9499,Airplane,Reciprocating,N8469D,1,Hiller,UH-12C,Substantial
9500,Airplane,Reciprocating,N8592,1,Piper,PA-12,Substantial
9501,Airplane,Reciprocating,N94491,1,Cessna,150A,Substantial
9502,Airplane,Reciprocating,N7111J,1,Aeronca,15AC,Substantial
9503,Airplane,Reciprocating,N2052X,1,Piper,PA-36-400,Destroyed
9504,Airplane,Reciprocating,N45757,1,Calypso,N/A,Destroyed
9505,Airplane,Reciprocating,N42Q,2,Cessna,320C,Destroyed
9506,Airplane,Reciprocating,N2386C,1,Taylorcraft,BC12-D,Substantial
9507,Airplane,Reciprocating,N105BA,2,Piper,PA-601P,Substantial
9508,Airplane,Reciprocating,N5023D,1,Air Tractor,AT-301,Substantial
9509,Airplane,Turbo Shaft,N5447Q,1,Bell,206B,Substantial
9510,Airplane,Reciprocating,N3269M,1,Cessna,150,Substantial
9511,Airplane,Reciprocating,N143D,1,Piper,PA-22-150,Substantial
9512,Airplane,Reciprocating,N67TR,1,Piper,PA-36-300,Substantial
9513,Airplane,Reciprocating,N201RT,1,Cessna,172M,Substantial
9514,Airplane,Reciprocating,N7456H,2,Cessna,414,Destroyed
9515,Airplane,Reciprocating,N33396,2,Aerospatiale,AS-355E,Destroyed
9516,Airplane,Reciprocating,N155DH,2,Gulfstream,520,Destroyed
9517,Airplane,Reciprocating,N88MJ,1,Rockwell,112TC,Destroyed
9518,Airplane,Turbo Prop,N8033R,2,Beech,C-99,Destroyed
9519,Airplane,Reciprocating,N9143L,1,Cessna,172P,Destroyed
9520,Airplane,Reciprocating,N2246W,1,Cessna,305A,Substantial
9521,Airplane,Reciprocating,N2700S,1,Cessna,U206F,Substantial
9522,Airplane,Reciprocating,N52830,1,Cessna,172N,Substantial
9523,Airplane,Reciprocating,N9157X,1,Grumman,G-164,Substantial
9524,Airplane,Reciprocating,N54984,1,Cessna,170B,Substantial
9525,Airplane,Reciprocating,N522MM,1,Beech,V35B,Substantial
9526,Airplane,Reciprocating,N8579P,1,Piper,PA-32-260,Substantial
9527,Airplane,Reciprocating,CGZWQ,1,Cessna,172,Destroyed
9528,Airplane,Turbo Prop,N1377S,1,Rockwell,S-2R,Destroyed
9529,Airplane,Turbo Jet,N1936X,2,Mcdonnell Douglas,DC-9-51,Minor
9530,Airplane,Reciprocating,N5702V,1,Cessna,150,Destroyed
9531,Airplane,Reciprocating,N2000G,1,Cessna,152,Destroyed
9532,Airplane,Unknown,N3736Q,0,Raven,RALLY RX7,
9533,Airplane,Turbo Prop,N8435Z,2,Aero Commander,690,Destroyed
9534,Airplane,Reciprocating,N65484,1,Piper,PA-22-150,Substantial
9535,Airplane,Reciprocating,N323BE,1,Beech,35,Substantial
9536,Airplane,Unknown,N4198G,,Schweizer,SGS 1-36,Substantial
9537,Airplane,Reciprocating,N57SP,1,Shindler-smiley,THE BLUE MAX,Substantial
9538,Airplane,Reciprocating,N2930B,1,Piper,PA-28-180,Substantial
9539,Airplane,Reciprocating,N38765,1,Hughes,269B,Substantial
9540,Airplane,Reciprocating,N761LR,1,Ultralight Ufm,EAST RISER,Substantial
9541,Airplane,Reciprocating,N4433P,1,Cessna,152,Substantial
9542,Airplane,Reciprocating,N199B,1,Piper,PA-22-150,Substantial
9543,Airplane,Reciprocating,N30HW,1,Cessna,152,Substantial
9544,Airplane,Reciprocating,N7545B,1,Piper,PA-28RT-201T,Substantial
9545,Airplane,Reciprocating,N3617U,1,Cessna,150,Substantial
9546,Airplane,Reciprocating,N4908K,1,Beech,B-24-R,Substantial
9547,Airplane,Unknown,N67833,,Let,L-13,Substantial
9548,Airplane,Reciprocating,N97852,1,Cessna,152,Substantial
9549,Airplane,Reciprocating,N941Q,1,Universal Stinson,108-3,Substantial
9550,Airplane,Reciprocating,N22667,1,Bellanca,7GCBC,Substantial
